id,depth,동작,예상,tree_flag,verdict,req_section,evidence,dup_status
121531113111110,15,refresh 직후 사용자가 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,no direct requirement,
121531113111111,15,refresh 후에도 Connecting이 유지됨,RD retry 상태에서 다음 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121531113111112,15,refresh 후 host가 회복되어 첫 프레임을 받음,usable host flow로 이동,route to: 122,BACKED,§1.9 Q0548 Q0552,Remote Desktop must reconnect reliably across launches.,
121531113111113,15,refresh 후에도 오류가 표시됨,오류 화면에서 사용자의 다음 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121531113111310,15,재시도 직후 사용자가 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,not directly specified,
121531113111311,15,재시도 후 Connecting 상태가 표시됨,"다음 refresh, 오류, 첫 프레임을 기다림",continue,UNSPECIFIED,-,not directly specified,
121531113111312,15,재시도 후 host가 회복되어 첫 프레임을 받음,usable host flow로 이동,route to: 122,BACKED,"§1.9 Q0346,Q0438,Q0474",Remote Desktop is a core Client IDE surface,
121531113111313,15,재시도 후에도 오류가 표시됨,오류 화면에서 사용자의 다음 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121531113131110,15,refresh 직후 사용자가 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,no direct requirement,
121531113131111,15,refresh 후에도 Connecting이 유지됨,RD retry 상태에서 다음 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121531113131112,15,refresh 후 host가 회복되어 첫 프레임을 받음,usable host flow로 이동,route to: 122,BACKED,§1.9 Q0548 Q0552,Remote Desktop must reconnect reliably across launches.,
121531113131113,15,refresh 후에도 오류가 표시됨,오류 화면에서 사용자의 다음 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121531113131310,15,재시도 직후 사용자가 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,not directly specified,
121531113131311,15,재시도 후 Connecting 상태가 표시됨,"다음 refresh, 오류, 첫 프레임을 기다림",continue,UNSPECIFIED,-,not directly specified,
121531113131312,15,재시도 후 host가 회복되어 첫 프레임을 받음,usable host flow로 이동,route to: 122,BACKED,"§1.9 Q0346,Q0438,Q0474",Remote Desktop is a core Client IDE surface,
121531113131313,15,재시도 후에도 오류가 표시됨,오류 화면에서 사용자의 다음 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121531131111110,15,사용자가 Connecting 상태에서 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,protocol detail unspecified,
121531131111111,15,Connecting 중 사용자가 다시 refresh를 누름,같은 host로 RD tunnel을 다시 만든다,continue,BACKED,"§1.9 Q0548,Q0552",Remote Desktop must reconnect reliably across launches.,
121531131111112,15,재시도 후 host가 회복되어 첫 프레임을 받음,usable host flow로 이동,route to: 122,BACKED,"§1.9 Q0346,Q0438,Q0474",Remote Desktop is a core Client IDE surface,
121531131111113,15,재시도 후에도 오류가 표시됨,오류 화면에서 사용자의 다음 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121531131111310,15,재시도 직후 사용자가 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,not directly specified,
121531131111311,15,재시도 후 Connecting 상태가 표시됨,"다음 refresh, 오류, 첫 프레임을 기다림",continue,UNSPECIFIED,-,not directly specified,
121531131111312,15,재시도 후 host가 회복되어 첫 프레임을 받음,usable host flow로 이동,route to: 122,BACKED,"§1.9 Q0346,Q0438,Q0474",Remote Desktop is a core Client IDE surface,
121531131111313,15,재시도 후에도 오류가 표시됨,오류 화면에서 사용자의 다음 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121531131131110,15,refresh 직후 사용자가 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,no direct requirement,
121531131131111,15,refresh 후에도 Connecting이 유지됨,RD retry 상태에서 다음 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121531131131112,15,refresh 후 host가 회복되어 첫 프레임을 받음,usable host flow로 이동,route to: 122,BACKED,§1.9 Q0548 Q0552,Remote Desktop must reconnect reliably across launches.,
121531131131113,15,refresh 후에도 오류가 표시됨,오류 화면에서 사용자의 다음 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121531131131310,15,재시도 직후 사용자가 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,not directly specified,
121531131131311,15,재시도 후 Connecting 상태가 표시됨,"다음 refresh, 오류, 첫 프레임을 기다림",continue,UNSPECIFIED,-,not directly specified,
121531131131312,15,재시도 후 host가 회복되어 첫 프레임을 받음,usable host flow로 이동,route to: 122,BACKED,"§1.9 Q0346,Q0438,Q0474",Remote Desktop is a core Client IDE surface,
121531131131313,15,재시도 후에도 오류가 표시됨,오류 화면에서 사용자의 다음 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121531311111110,15,refresh 직후 사용자가 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,no direct requirement,
121531311111111,15,refresh 후에도 Connecting이 유지됨,RD retry 상태에서 다음 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121531311111112,15,refresh 후 host가 회복되어 첫 프레임을 받음,usable host flow로 이동,route to: 122,BACKED,§1.9 Q0548 Q0552,Remote Desktop must reconnect reliably across launches.,
121531311111113,15,refresh 후에도 오류가 표시됨,오류 화면에서 사용자의 다음 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121531311111310,15,재시도 직후 사용자가 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,not directly specified,
121531311111311,15,재시도 후 Connecting 상태가 표시됨,"다음 refresh, 오류, 첫 프레임을 기다림",continue,UNSPECIFIED,-,not directly specified,
121531311111312,15,재시도 후 host가 회복되어 첫 프레임을 받음,usable host flow로 이동,route to: 122,BACKED,"§1.9 Q0346,Q0438,Q0474",Remote Desktop is a core Client IDE surface,
121531311111313,15,재시도 후에도 오류가 표시됨,오류 화면에서 사용자의 다음 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121531311131110,15,refresh 직후 사용자가 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,no direct requirement,
121531311131111,15,refresh 후에도 Connecting이 유지됨,RD retry 상태에서 다음 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121531311131112,15,refresh 후 host가 회복되어 첫 프레임을 받음,usable host flow로 이동,route to: 122,BACKED,§1.9 Q0548 Q0552,Remote Desktop must reconnect reliably across launches.,
121531311131113,15,refresh 후에도 오류가 표시됨,오류 화면에서 사용자의 다음 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121531311131310,15,재시도 직후 사용자가 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,not directly specified,
121531311131311,15,재시도 후 Connecting 상태가 표시됨,"다음 refresh, 오류, 첫 프레임을 기다림",continue,UNSPECIFIED,-,not directly specified,
121531311131312,15,재시도 후 host가 회복되어 첫 프레임을 받음,usable host flow로 이동,route to: 122,BACKED,"§1.9 Q0346,Q0438,Q0474",Remote Desktop is a core Client IDE surface,
121531311131313,15,재시도 후에도 오류가 표시됨,오류 화면에서 사용자의 다음 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121531313111110,15,refresh 직후 사용자가 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,no direct requirement,
121531313111111,15,refresh 후에도 Connecting이 유지됨,RD retry 상태에서 다음 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121531313111112,15,refresh 후 host가 회복되어 첫 프레임을 받음,usable host flow로 이동,route to: 122,BACKED,§1.9 Q0548 Q0552,Remote Desktop must reconnect reliably across launches.,
121531313111113,15,refresh 후에도 오류가 표시됨,오류 화면에서 사용자의 다음 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121531313111310,15,재시도 직후 사용자가 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,not directly specified,
121531313111311,15,재시도 후 Connecting 상태가 표시됨,"다음 refresh, 오류, 첫 프레임을 기다림",continue,UNSPECIFIED,-,not directly specified,
121531313111312,15,재시도 후 host가 회복되어 첫 프레임을 받음,usable host flow로 이동,route to: 122,BACKED,"§1.9 Q0346,Q0438,Q0474",Remote Desktop is a core Client IDE surface,
121531313111313,15,재시도 후에도 오류가 표시됨,오류 화면에서 사용자의 다음 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121531313131110,15,refresh 직후 사용자가 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,no direct requirement,
121531313131111,15,refresh 후에도 Connecting이 유지됨,RD retry 상태에서 다음 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121531313131112,15,refresh 후 host가 회복되어 첫 프레임을 받음,usable host flow로 이동,route to: 122,BACKED,§1.9 Q0548 Q0552,Remote Desktop must reconnect reliably across launches.,
121531313131113,15,refresh 후에도 오류가 표시됨,오류 화면에서 사용자의 다음 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121531313131310,15,재시도 직후 사용자가 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,not directly specified,
121531313131311,15,재시도 후 Connecting 상태가 표시됨,"다음 refresh, 오류, 첫 프레임을 기다림",continue,UNSPECIFIED,-,not directly specified,
121531313131312,15,재시도 후 host가 회복되어 첫 프레임을 받음,usable host flow로 이동,route to: 122,BACKED,"§1.9 Q0346,Q0438,Q0474",Remote Desktop is a core Client IDE surface,
121531313131313,15,재시도 후에도 오류가 표시됨,오류 화면에서 사용자의 다음 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121721111111110,15,refresh 직후 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,no direct requirement,
121721111111111,15,refresh 후에도 Connecting이 유지됨,RD retry 상태에서 다음 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121721111111112,15,refresh 후 host가 회복되어 첫 화면을 받음,usable host flow로 이동,route to: 122,BACKED,§1.9 Q0548 Q0552,Remote Desktop must reconnect reliably across launches.,
121721111111113,15,refresh 후 다시 오류가 표시됨,오류 화면에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121721111111310,15,refresh 직후 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,no direct requirement,
121721111111311,15,재시도 후 Connecting 상태가 표시됨,"다음 refresh, 오류, 첫 화면을 기다림",continue,UNSPECIFIED,-,not directly specified,
121721111111312,15,재시도 후 host가 회복되어 첫 화면을 받음,usable host flow로 이동,route to: 122,BACKED,"§1.9 Q0346,Q0438,Q0474",Remote Desktop is a core Client IDE surface,
121721111111313,15,재시도 후 다시 오류가 표시됨,오류 화면에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121721111131110,15,refresh 직후 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,no direct requirement,
121721111131111,15,refresh 후에도 Connecting이 유지됨,RD retry 상태에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121721111131112,15,refresh 후 host가 회복되어 첫 화면을 받음,usable host flow로 이동,route to: 122,BACKED,§1.9 Q0548 Q0552,Remote Desktop must reconnect reliably across launches.,
121721111131113,15,refresh 후에도 오류가 표시됨,오류 화면에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121721111131310,15,재시도 직후 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,not directly specified,
121721111131311,15,재시도 후 Connecting 상태가 표시됨,RD retry 상태에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121721111131312,15,재시도 후 host가 회복되어 첫 화면을 받음,usable host flow로 이동,route to: 122,BACKED,"§1.9 Q0346,Q0438,Q0474",Remote Desktop is a core Client IDE surface,
121721111131313,15,재시도 후에도 오류가 표시됨,오류 화면에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121721113111110,15,refresh 직후 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,no direct requirement,
121721113111111,15,refresh 후에도 Connecting이 유지됨,RD retry 상태에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121721113111112,15,refresh 후 host가 회복되어 첫 화면을 받음,usable host flow로 이동,route to: 122,BACKED,§1.9 Q0548 Q0552,Remote Desktop must reconnect reliably across launches.,
121721113111113,15,refresh 후에도 오류가 표시됨,오류 화면에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121721113111310,15,재시도 직후 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,not directly specified,
121721113111311,15,재시도 후 Connecting 상태가 표시됨,RD retry 상태에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121721113111312,15,재시도 후 host가 회복되어 첫 화면을 받음,usable host flow로 이동,route to: 122,BACKED,"§1.9 Q0346,Q0438,Q0474",Remote Desktop is a core Client IDE surface,
121721113111313,15,재시도 후에도 오류가 표시됨,오류 화면에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121721113131110,15,refresh 직후 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,no direct requirement,
121721113131111,15,refresh 후에도 Connecting이 유지됨,RD retry 상태에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121721113131112,15,refresh 후 host가 회복되어 첫 화면을 받음,usable host flow로 이동,route to: 122,BACKED,§1.9 Q0548 Q0552,Remote Desktop must reconnect reliably across launches.,
121721113131113,15,refresh 후에도 오류가 표시됨,오류 화면에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121721113131310,15,재시도 직후 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,not directly specified,
121721113131311,15,재시도 후 Connecting 상태가 표시됨,RD retry 상태에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121721113131312,15,재시도 후 host가 회복되어 첫 화면을 받음,usable host flow로 이동,route to: 122,BACKED,"§1.9 Q0346,Q0438,Q0474",Remote Desktop is a core Client IDE surface,
121721113131313,15,재시도 후에도 오류가 표시됨,오류 화면에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121721131111110,15,사용자가 Connecting 상태에서 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,protocol detail unspecified,
121721131111111,15,Connecting 중 사용자가 다시 refresh를 누름,같은 host로 RD 연결을 다시 시도,continue,BACKED,"§1.9 Q0548,Q0552",Remote Desktop must reconnect reliably across launches.,
121721131111112,15,재시도 후 host가 회복되어 첫 화면을 받음,usable host flow로 이동,route to: 122,BACKED,"§1.9 Q0346,Q0438,Q0474",Remote Desktop is a core Client IDE surface,
121721131111113,15,재시도 후에도 오류가 표시됨,오류 화면에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121721131111310,15,재시도 직후 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,not directly specified,
121721131111311,15,재시도 후 Connecting 상태가 표시됨,RD retry 상태에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121721131111312,15,재시도 후 host가 회복되어 첫 화면을 받음,usable host flow로 이동,route to: 122,BACKED,"§1.9 Q0346,Q0438,Q0474",Remote Desktop is a core Client IDE surface,
121721131111313,15,재시도 후에도 오류가 표시됨,오류 화면에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121721131131110,15,refresh 직후 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,no direct requirement,
121721131131111,15,refresh 후에도 Connecting이 유지됨,RD retry 상태에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121721131131112,15,refresh 후 host가 회복되어 첫 화면을 받음,usable host flow로 이동,route to: 122,BACKED,§1.9 Q0548 Q0552,Remote Desktop must reconnect reliably across launches.,
121721131131113,15,refresh 후에도 오류가 표시됨,오류 화면에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121721131131310,15,재시도 직후 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,not directly specified,
121721131131311,15,재시도 후 Connecting 상태가 표시됨,RD retry 상태에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121721131131312,15,재시도 후 host가 회복되어 첫 화면을 받음,usable host flow로 이동,route to: 122,BACKED,"§1.9 Q0346,Q0438,Q0474",Remote Desktop is a core Client IDE surface,
121721131131313,15,재시도 후에도 오류가 표시됨,오류 화면에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121721311111110,15,refresh 직후 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,no direct requirement,
121721311111111,15,refresh 후에도 Connecting이 유지됨,RD retry 상태에서 다음 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121721311111112,15,refresh 후 host가 회복되어 첫 화면을 받음,usable host flow로 이동,route to: 122,BACKED,§1.9 Q0548 Q0552,Remote Desktop must reconnect reliably across launches.,
121721311111113,15,refresh 후에도 오류가 표시됨,오류 화면에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121721311111310,15,재시도 직후 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,not directly specified,
121721311111311,15,재시도 후 Connecting 상태가 표시됨,RD retry 상태에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121721311111312,15,재시도 후 host가 회복되어 첫 화면을 받음,usable host flow로 이동,route to: 122,BACKED,"§1.9 Q0346,Q0438,Q0474",Remote Desktop is a core Client IDE surface,
121721311111313,15,재시도 후에도 오류가 표시됨,오류 화면에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121721311131110,15,refresh 직후 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,no direct requirement,
121721311131111,15,refresh 후에도 Connecting이 유지됨,RD retry 상태에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121721311131112,15,refresh 후 host가 회복되어 첫 화면을 받음,usable host flow로 이동,route to: 122,BACKED,§1.9 Q0548 Q0552,Remote Desktop must reconnect reliably across launches.,
121721311131113,15,refresh 후에도 오류가 표시됨,오류 화면에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121721311131310,15,재시도 직후 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,not directly specified,
121721311131311,15,재시도 후 Connecting 상태가 표시됨,RD retry 상태에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121721311131312,15,재시도 후 host가 회복되어 첫 화면을 받음,usable host flow로 이동,route to: 122,BACKED,"§1.9 Q0346,Q0438,Q0474",Remote Desktop is a core Client IDE surface,
121721311131313,15,재시도 후에도 오류가 표시됨,오류 화면에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121721313111110,15,refresh 직후 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,no direct requirement,
121721313111111,15,refresh 후에도 Connecting이 유지됨,RD retry 상태에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121721313111112,15,refresh 후 host가 회복되어 첫 화면을 받음,usable host flow로 이동,route to: 122,BACKED,§1.9 Q0548 Q0552,Remote Desktop must reconnect reliably across launches.,
121721313111113,15,refresh 후에도 오류가 표시됨,오류 화면에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121721313111310,15,재시도 직후 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,not directly specified,
121721313111311,15,재시도 후 Connecting 상태가 표시됨,RD retry 상태에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121721313111312,15,재시도 후 host가 회복되어 첫 화면을 받음,usable host flow로 이동,route to: 122,BACKED,"§1.9 Q0346,Q0438,Q0474",Remote Desktop is a core Client IDE surface,
121721313111313,15,재시도 후에도 오류가 표시됨,오류 화면에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121721313131110,15,refresh 직후 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,no direct requirement,
121721313131111,15,refresh 후에도 Connecting이 유지됨,RD retry 상태에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121721313131112,15,refresh 후 host가 회복되어 첫 화면을 받음,usable host flow로 이동,route to: 122,BACKED,§1.9 Q0548 Q0552,Remote Desktop must reconnect reliably across launches.,
121721313131113,15,refresh 후에도 오류가 표시됨,오류 화면에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,no direct requirement,
121721313131310,15,재시도 직후 RD 탭을 닫음,연결 없이 tunnel을 정리하고 종료,terminate,UNSPECIFIED,-,not directly specified,
121721313131311,15,재시도 후 Connecting 상태가 표시됨,RD retry 상태에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
121721313131312,15,재시도 후 host가 회복되어 첫 화면을 받음,usable host flow로 이동,route to: 122,BACKED,"§1.9 Q0346,Q0438,Q0474",Remote Desktop is a core Client IDE surface,
121721313131313,15,재시도 후에도 오류가 표시됨,오류 화면에서 다음 사용자 조작을 기다림,continue,UNSPECIFIED,-,not directly specified,
122111111111110,15,사용자가 RD 탭을 닫음,연결된 stream과 signaling을 정리하고 종료,terminate,UNSPECIFIED,-,protocol detail unspecified,
122111111111111,15,사용자가 RD 화면을 클릭함,host에 click event를 전달하고 다음 frame을 기다림,continue,UNSPECIFIED,-,no RD input requirement,
122111111111112,15,사용자가 키 입력을 보냄,host에 key event를 전달하고 다음 frame을 기다림,continue,UNSPECIFIED,-,no direct requirement for this UI detail,
122111111111113,15,사용자가 새로고침을 누름,현재 peer connection을 끊고 최신 refresh 흐름으로 이동,route to: 12211121,UNSPECIFIED,-,no direct requirement for this branch,
122111111111114,15,사용자가 host/session 선택으로 돌아감,RD 연결을 정리하고 host/session 선택 흐름으로 이동,route to: 122,BACKED,"§1.9 Q0346,Q0438,Q0474",Remote Desktop is a core Client IDE surface,
122111111111115,15,사용자가 RD 안에서 Xpair 범위 밖의 표면을 열려고 함,접근 불가,terminate,UNSPECIFIED,-,access rule unspecified,
122111111111210,15,사용자가 RD 탭을 닫음,연결된 stream과 signaling을 정리하고 종료,terminate,UNSPECIFIED,-,protocol detail unspecified,
122111111111211,15,사용자가 RD 화면을 클릭함,host에 click event를 전달하고 다음 frame을 기다림,continue,UNSPECIFIED,-,no RD input requirement,
122111111111212,15,사용자가 키 입력을 보냄,host에 key event를 전달하고 다음 frame을 기다림,continue,UNSPECIFIED,-,no direct requirement for this UI detail,
122111111111213,15,사용자가 새로고침을 누름,현재 peer connection을 끊고 최신 refresh 흐름으로 이동,route to: 12211121,UNSPECIFIED,-,no direct requirement for this branch,
122111111111214,15,사용자가 host/session 선택으로 돌아감,RD 연결을 정리하고 host/session 선택 흐름으로 이동,route to: 122,BACKED,"§1.9 Q0346,Q0438,Q0474",Remote Desktop is a core Client IDE surface,
122111111111215,15,사용자가 RD 안에서 Xpair 범위 밖의 표면을 열려고 함,접근 불가,terminate,UNSPECIFIED,-,access rule unspecified,
122111111113110,15,사용자가 RD를 닫음,stream을 정리하고 종료,terminate,UNSPECIFIED,-,protocol detail unspecified,
122111111113111,15,사용자가 표시된 host 화면을 클릭함,클릭을 host로 전달하고 결과 frame을 기다림,continue,UNSPECIFIED,-,no direct requirement for this UI detail,
122111111113112,15,사용자가 표시된 host 화면에 키 입력함,입력을 host로 전달하고 결과 frame을 기다림,continue,UNSPECIFIED,-,no direct requirement for this UI detail,
122111111113113,15,사용자가 RD 새로고침을 누름,현재 stream을 끊고 최신 refresh 흐름으로 이동,route to: 12211121,UNSPECIFIED,-,protocol detail unspecified,
122111111113114,15,사용자가 Connect to Host를 누름,RD 조작을 벗어나 host 선택 흐름으로 이동,route to: 1225,UNSPECIFIED,-,RD behavior detail unspecified,
122111111211110,15,첫 frame 대기 중 사용자가 RD를 닫음,peer connection과 stream 대기를 정리하고 종료,terminate,UNSPECIFIED,-,not directly specified,
122111111211111,15,첫 frame이 도착함,RD 화면 표시 상태로 이동,continue,UNSPECIFIED,-,not directly specified,
122111111211112,15,첫 frame이 계속 지연됨,loading 상태를 유지하거나 timeout 분기로 이동,continue,UNSPECIFIED,-,not directly specified,
122111111211113,15,stream 오류가 발생함,RD 오류 overlay를 표시하고 재시도 흐름으로 이동,route to: 122113,UNSPECIFIED,-,no direct requirement,
122111111211114,15,사용자가 새로고침을 누름,현재 연결을 끊고 최신 refresh 흐름으로 이동,route to: 12211121,UNSPECIFIED,-,no direct requirement for this branch,
122111111212110,15,연결 직후 사용자가 RD를 닫음,peer connection을 정리하고 종료,terminate,UNSPECIFIED,-,no direct requirement for this state,
122111111212111,15,첫 frame이 도착함,RD 화면 표시 상태로 이동,continue,UNSPECIFIED,-,not directly specified,
122111111212112,15,첫 frame이 지연됨,loading 상태를 유지하고 frame 또는 timeout을 기다림,continue,UNSPECIFIED,-,not directly specified,
122111111212113,15,연결 중 stream 오류가 발생함,RD 오류 overlay를 표시하고 재시도 흐름으로 이동,route to: 122113,UNSPECIFIED,-,no direct requirement for this state,
122111111212114,15,사용자가 새로고침을 누름,현재 연결을 끊고 최신 refresh 흐름으로 이동,route to: 12211121,UNSPECIFIED,-,no direct requirement for this branch,
122111211111110,15,offer 수신 직후 사용자가 RD를 닫음,signaling과 peer connection 준비를 정리하고 종료,terminate,UNSPECIFIED,-,not directly specified,
122111211111111,15,webview가 answer 생성을 시작함,answer 전송 단계로 이동,continue,UNSPECIFIED,-,no direct requirement,
122111211111112,15,offer 처리 중 host 권한 또는 화면 준비 대기가 표시됨,negotiating overlay를 유지하고 host 응답을 기다림,continue,UNSPECIFIED,-,not directly specified,
122111211111113,15,사용자가 새로고침을 누름,현재 협상을 끊고 최신 refresh 흐름으로 이동,route to: 12211121,UNSPECIFIED,-,no direct requirement for this branch,
122111211111130,15,지연 중 사용자가 RD를 닫음,signaling과 대기 상태를 정리하고 종료,terminate,UNSPECIFIED,-,not directly specified,
122111211111131,15,host 준비가 완료되고 offer가 도착함,answer 생성 단계로 이동,continue,UNSPECIFIED,-,no requirement on this UI detail,
122111211111132,15,host 준비 지연이 timeout됨,RD 오류 overlay를 표시하고 재시도 흐름으로 이동,route to: 122113,UNSPECIFIED,-,no requirement on this UI detail,
122111211111133,15,사용자가 새로고침을 누름,현재 대기를 끊고 최신 refresh 흐름으로 이동,route to: 12211121,UNSPECIFIED,-,no direct requirement for this branch,
122111211111134,15,사용자가 Connect to Host를 누름,RD 대기를 벗어나 host 선택 흐름으로 이동,route to: 1225,UNSPECIFIED,-,RD behavior detail unspecified,
